Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Resolved,3493,Low,Email,Other,1st line support,Connor Danielovitch,2023-11-02 08:00:12,2023-11-04 08:00:12,2023-11-02 09:00:12,2023-11-02 08:19:33.674,Within SLA,2023-11-02 14:22:37.331,Within SLA,,7.0,,Other,Tier 1,Czech Republic,49.8037633,15.4749126
In progress,3494,High,Chat,Pricing and Licensing,1st line support,Sheela Cutten,2023-11-02 15:27:33,2023-11-03 15:27:33,2023-11-02 15:29:33,2023-11-02 15:29:27.624,Within SLA,,SLA Violated,,6.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,3495,Low,Email,Bug report,2nd line support,Adolpho Messingham,2023-11-02 06:29:35,2023-11-04 06:29:35,2023-11-02 07:29:35,2023-11-02 07:16:19.757,Within SLA,2023-11-02 22:23:08.811,Within SLA,2023-11-03 01:54:12.009,1.0,5.0,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Closed,3496,High,Chat,Feature request,1st line support,Nicola Wane,2023-11-03 17:47:09,2023-11-04 17:47:09,2023-11-03 17:49:09,2023-11-03 17:47:30.385,Within SLA,2023-11-04 15:48:20.610,Within SLA,2023-11-05 19:25:19.395,6.0,5.0,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Closed,3497,Medium,Email,Bug report,1st line support,Nicola Wane,2023-11-03 18:35:52,2023-11-05 18:35:52,2023-11-03 19:35:52,2023-11-03 18:47:21.227,Within SLA,2023-11-03 22:03:37.668,Within SLA,2023-11-06 03:22:23.186,9.0,3.0,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3498,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-11-03 19:42:56,2023-11-04 19:42:56,2023-11-03 19:44:56,2023-11-03 19:43:40.718,Within SLA,2023-11-08 06:51:55.469,SLA Violated,2023-11-09 17:18:38.650,4.0,4.0,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
Closed,3499,Medium,Phone,Bug report,1st line support,Nicola Wane,2023-11-03 13:33:40,2023-11-05 13:33:40,2023-11-03 13:35:40,2023-11-03 13:34:22.712,Within SLA,2023-11-03 23:04:45.905,Within SLA,2023-11-06 23:46:24.861,2.0,3.0,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,3500,High,Email,Product setup,2nd line support,Heather Urry,2023-11-03 15:51:20,2023-11-05 15:51:20,2023-11-03 16:51:20,2023-11-03 16:13:17.894,Within SLA,2023-11-04 08:45:13.325,Within SLA,2023-11-08 03:19:55.464,2.0,5.0,Other,Tier 2,Austria,47.6964719,13.3457347
Closed,3501,High,Chat,Feature request,1st line support,Bernard Beckley,2023-11-03 05:18:59,2023-11-04 05:18:59,2023-11-03 05:20:59,2023-11-03 05:20:58.920,Within SLA,2023-11-04 10:38:26.609,SLA Violated,2023-11-04 11:31:33.746,5.0,1.0,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3502,High,Email,Other,1st line support,Sheela Cutten,2023-11-03 16:58:19,2023-11-05 16:58:19,2023-11-03 17:58:19,2023-11-03 17:07:57.957,Within SLA,2023-11-07 03:48:15.508,SLA Violated,2023-11-07 22:28:48.815,6.0,4.0,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Closed,3503,High,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-03 10:23:40,2023-11-04 10:23:40,2023-11-03 10:25:40,2023-11-03 10:23:41.405,Within SLA,2023-11-08 18:45:03.576,SLA Violated,2023-11-09 21:20:53.309,7.0,3.0,Other,Tier 1,Poland,52.536273,19.050639
Closed,3504,Low,Chat,Other,1st line support,Sheela Cutten,2023-11-03 09:23:39,2023-11-04 09:23:39,2023-11-03 09:25:39,2023-11-03 09:27:45.695,SLA Violated,2023-11-03 14:51:08.633,Within SLA,2023-11-06 17:00:16.993,2.0,4.0,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Closed,3505,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-03 06:23:01,2023-11-04 06:23:01,2023-11-03 06:25:01,2023-11-03 06:24:43.114,Within SLA,2023-11-03 16:53:33.161,Within SLA,2023-11-09 00:55:34.221,2.0,4.0,Other,Tier 2,Italy,43.036776,12.678565
Closed,3506,Low,Chat,Feature request,2nd line support,Michele Whyatt,2023-11-04 15:02:09,2023-11-05 15:02:09,2023-11-04 15:04:09,2023-11-04 15:04:08.403,Within SLA,2023-11-05 09:40:22.972,Within SLA,2023-11-11 07:59:27.201,6.0,4.0,Ready to use Software,Tier 2,Germany,51.165691,10.451526
In progress,3507,High,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-11-04 18:21:44,2023-11-05 18:21:44,2023-11-04 18:23:44,2023-11-04 18:23:02.611,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3508,High,Chat,Pricing and Licensing,1st line support,Sheela Cutten,2023-11-04 21:16:05,2023-11-05 21:16:05,2023-11-04 21:18:05,2023-11-04 21:16:09.057,Within SLA,2023-11-05 16:35:00.708,Within SLA,2023-11-10 23:59:15.368,6.0,4.0,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,3522,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-11-05 00:43:17,2023-11-06 00:43:17,2023-11-05 00:45:17,2023-11-05 00:43:53.260,Within SLA,2023-11-07 14:26:18.400,SLA Violated,2023-11-08 22:06:14.393,5.0,5.0,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
In progress,3523,Medium,Chat,Feature request,1st line support,Bernard Beckley,2023-11-05 16:52:21,2023-11-06 16:52:21,2023-11-05 16:54:21,2023-11-05 16:54:15.946,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3524,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-11-05 12:30:09,2023-11-06 12:30:09,2023-11-05 12:32:09,2023-11-05 12:30:59.892,Within SLA,2023-11-05 16:38:58.643,Within SLA,2023-11-08 18:15:45.085,2.0,1.0,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3525,Low,Chat,Other,1st line support,Nicola Wane,2023-11-06 09:52:57,2023-11-07 09:52:57,2023-11-06 09:54:57,2023-11-06 09:54:40.644,Within SLA,2023-11-06 22:56:31.249,Within SLA,2023-11-13 09:58:12.296,8.0,4.0,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675
In progress,3526,Low,Email,Product setup,1st line support,Kristos Westoll,2023-11-06 09:49:23,2023-11-08 09:49:23,2023-11-06 10:49:23,2023-11-06 10:28:05.355,Within SLA,,SLA Violated,,1.0,,Other,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3527,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-11-06 13:18:19,2023-11-08 13:18:19,2023-11-06 14:18:19,2023-11-06 13:55:58.836,Within SLA,2023-11-07 18:50:13.051,Within SLA,2023-11-08 10:06:01.073,3.0,3.0,Other,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3528,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-11-06 07:26:31,2023-11-07 07:26:31,2023-11-06 07:28:31,2023-11-06 07:27:10.470,Within SLA,2023-11-06 10:44:51.746,Within SLA,2023-11-09 13:11:40.426,2.0,4.0,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3529,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-11-06 23:48:23,2023-11-08 23:48:23,2023-11-07 00:48:23,2023-11-07 00:09:06.658,Within SLA,2023-11-07 09:17:12.605,Within SLA,2023-11-10 08:04:42.026,1.0,2.0,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3530,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-11-06 16:35:57,2023-11-07 16:35:57,2023-11-06 16:37:57,2023-11-06 16:39:09.815,SLA Violated,2023-11-10 17:41:52.311,SLA Violated,2023-11-11 04:38:36.558,6.0,4.0,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3531,Low,Email,Product setup,1st line support,Connor Danielovitch,2023-11-06 19:21:09,2023-11-08 19:21:09,2023-11-06 20:21:09,2023-11-06 20:05:28.836,Within SLA,2023-11-07 01:34:14.756,Within SLA,2023-11-13 01:57:45.869,2.0,3.0,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3532,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-11-06 00:36:36,2023-11-08 00:36:36,2023-11-06 01:36:36,2023-11-06 01:03:24.721,Within SLA,,SLA Violated,,8.0,,Training and Consulting Services,Tier 1,Spain,39.67337,-4.767726
Closed,3533,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-11-07 12:46:42,2023-11-09 12:46:42,2023-11-07 13:46:42,2023-11-07 13:14:50.895,Within SLA,2023-11-08 21:32:07.510,Within SLA,2023-11-13 18:49:22.351,1.0,5.0,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Resolved,3534,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-11-07 00:28:30,2023-11-09 00:28:30,2023-11-07 01:28:30,2023-11-07 00:47:40.464,Within SLA,2023-11-12 20:42:53.730,SLA Violated,,5.0,,Other,Tier 1,Austria,47.6964719,13.3457347
Closed,3535,Low,Chat,Feature request,1st line support,Nicola Wane,2023-11-07 01:41:16,2023-11-08 01:41:16,2023-11-07 01:43:16,2023-11-07 01:42:28.038,Within SLA,2023-11-07 16:52:24.234,Within SLA,2023-11-10 07:23:45.264,6.0,4.0,Custom software development,Tier 1,Poland,52.536273,19.050639
Closed,3536,Medium,Email,Feature request,1st line support,Kristos Westoll,2023-11-07 01:05:48,2023-11-09 01:05:48,2023-11-07 02:05:48,2023-11-07 07:09:23.095,SLA Violated,2023-11-07 08:43:26.368,Within SLA,2023-11-07 17:22:29.242,9.0,1.0,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,3537,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-11-07 19:22:24,2023-11-09 19:22:24,2023-11-07 20:22:24,2023-11-07 19:28:40.324,Within SLA,2023-11-11 13:16:25.149,SLA Violated,2023-11-11 23:51:35.309,8.0,5.0,Other,Tier 1,Italy,43.036776,12.678565
Closed,3538,Low,Chat,Bug report,1st line support,Kristos Westoll,2023-11-07 05:07:18,2023-11-08 05:07:18,2023-11-07 05:09:18,2023-11-07 05:07:40.072,Within SLA,2023-11-07 06:33:10.456,Within SLA,2023-11-12 03:45:03.953,7.0,2.0,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3539,High,Chat,Other,1st line support,Sheela Cutten,2023-11-07 00:47:28,2023-11-08 00:47:28,2023-11-07 00:49:28,2023-11-07 00:47:51.516,Within SLA,2023-11-07 08:30:36.137,Within SLA,2023-11-08 18:26:50.954,6.0,5.0,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3540,Medium,Email,Product setup,1st line support,Nicola Wane,2023-11-08 07:10:23,2023-11-10 07:10:23,2023-11-08 08:10:23,2023-11-08 07:53:52.584,Within SLA,2023-11-13 07:52:06.428,SLA Violated,2023-11-14 09:41:21.753,3.0,3.0,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Resolved,3542,Medium,Email,Feature request,1st line support,Bernard Beckley,2023-11-08 20:42:42,2023-11-10 20:42:42,2023-11-08 21:42:42,2023-11-08 21:29:41.409,Within SLA,2023-11-08 20:43:52.503,Within SLA,,2.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3543,High,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-11-08 22:46:35,2023-11-10 22:46:35,2023-11-08 23:46:35,2023-11-08 22:56:38.398,Within SLA,2023-11-09 00:42:28.268,Within SLA,,3.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3544,Low,Email,Feature request,2nd line support,Michele Whyatt,2023-11-08 01:13:09,2023-11-10 01:13:09,2023-11-08 02:13:09,2023-11-08 02:00:19.498,Within SLA,2023-11-09 18:35:28.414,Within SLA,,2.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Closed,3545,Low,Email,Feature request,1st line support,Bernard Beckley,2023-11-08 01:34:12,2023-11-10 01:34:12,2023-11-08 02:34:12,2023-11-08 02:26:43.829,Within SLA,2023-11-09 17:06:52.892,Within SLA,2023-11-13 21:19:07.751,4.0,4.0,Other,Tier 1,Poland,52.536273,19.050639
Closed,3546,Low,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-11-08 07:43:08,2023-11-10 07:43:08,2023-11-08 08:43:08,2023-11-08 08:13:30.319,Within SLA,2023-11-08 17:05:36.650,Within SLA,2023-11-12 23:48:01.462,8.0,3.0,Training and Consulting Services,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,3547,Medium,Chat,Other,1st line support,Kristos Westoll,2023-11-08 02:07:36,2023-11-09 02:07:36,2023-11-08 02:09:36,2023-11-08 02:13:27.299,SLA Violated,2023-11-08 18:25:53.531,Within SLA,,2.0,,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Resolved,3548,Low,Email,Other,1st line support,Nicola Wane,2023-11-08 11:37:14,2023-11-10 11:37:14,2023-11-08 12:37:14,2023-11-08 12:26:42.625,Within SLA,2023-11-11 13:57:47.721,SLA Violated,,6.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,3550,Medium,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-08 12:19:12,2023-11-09 12:19:12,2023-11-08 12:21:12,2023-11-08 12:20:03.170,Within SLA,2023-11-09 07:10:20.478,Within SLA,,5.0,,Ready to use Software,Tier 2,Slovenia,46.1491664,14.9860106
Closed,3551,High,Email,Feature request,1st line support,Bernard Beckley,2023-11-08 21:27:37,2023-11-10 21:27:37,2023-11-08 22:27:37,2023-11-08 21:38:20.075,Within SLA,2023-11-11 03:53:09.328,SLA Violated,2023-11-13 01:16:10.810,9.0,4.0,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,3552,Low,Chat,Other,1st line support,Kristos Westoll,2023-11-08 07:52:27,2023-11-09 07:52:27,2023-11-08 07:54:27,2023-11-08 07:53:25.383,Within SLA,,SLA Violated,,8.0,,Custom software development,Tier 1,France,48.864716,2.349014
Closed,3553,High,Email,Training request,1st line support,Connor Danielovitch,2023-11-09 04:47:36,2023-11-11 04:47:36,2023-11-09 05:47:36,2023-11-09 05:01:00.440,Within SLA,2023-11-09 07:06:32.593,Within SLA,2023-11-11 08:15:25.577,5.0,5.0,Training and Consulting Services,Tier 1,France,48.864716,2.349014
In progress,3554,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-11-09 20:45:50,2023-11-11 20:45:50,2023-11-09 21:45:50,2023-11-09 21:44:19.824,Within SLA,,SLA Violated,,8.0,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Closed,3555,Low,Email,Product setup,1st line support,Kristos Westoll,2023-11-09 21:18:44,2023-11-11 21:18:44,2023-11-09 22:18:44,2023-11-09 21:24:25.457,Within SLA,2023-11-11 09:20:17.372,Within SLA,2023-11-12 11:59:49.006,9.0,4.0,Other,Tier 1,Germany,51.165691,10.451526
Closed,3556,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-09 23:18:57,2023-11-11 23:18:57,2023-11-10 00:18:57,2023-11-09 23:31:26.868,Within SLA,2023-11-10 01:44:02.416,Within SLA,2023-11-11 08:49:31.395,2.0,3.0,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Closed,3557,Medium,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-11-09 08:15:53,2023-11-10 08:15:53,2023-11-09 08:17:53,2023-11-09 08:17:34.263,Within SLA,2023-11-09 23:09:37.026,Within SLA,2023-11-14 12:20:54.896,5.0,3.0,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3559,High,Email,Bug report,1st line support,Connor Danielovitch,2023-11-09 03:02:00,2023-11-11 03:02:00,2023-11-09 04:02:00,2023-11-09 03:56:03.882,Within SLA,2023-11-11 23:07:32.200,SLA Violated,2023-11-13 05:56:39.370,1.0,3.0,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,3560,Medium,Chat,Feature request,1st line support,Sheela Cutten,2023-11-09 05:13:12,2023-11-10 05:13:12,2023-11-09 05:15:12,2023-11-09 05:13:17.393,Within SLA,2023-11-09 10:31:10.951,Within SLA,2023-11-11 04:05:30.016,4.0,2.0,Other,Tier 1,Greece,39.368279,21.863141
Resolved,3561,Medium,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-11-09 00:43:22,2023-11-11 00:43:22,2023-11-09 01:43:22,2023-11-09 01:01:01.925,Within SLA,2023-11-10 22:06:03.966,Within SLA,,1.0,,Custom software development,Tier 1,Spain,39.67337,-4.767726
Closed,3562,High,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-11-10 14:10:13,2023-11-12 14:10:13,2023-11-10 15:10:13,2023-11-10 14:27:26.875,Within SLA,2023-11-11 23:08:30.388,Within SLA,2023-11-13 22:30:20.368,1.0,4.0,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,3563,Medium,Chat,Product setup,1st line support,Sheela Cutten,2023-11-10 00:57:33,2023-11-11 00:57:33,2023-11-10 00:59:33,2023-11-10 00:57:54.056,Within SLA,2023-11-14 17:09:40.239,SLA Violated,2023-11-16 10:05:05.029,7.0,3.0,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,3565,Low,Email,Other,2nd line support,Adolpho Messingham,2023-11-10 12:56:25,2023-11-12 12:56:25,2023-11-10 13:56:25,2023-11-10 13:48:39.320,Within SLA,2023-11-11 22:40:13.326,Within SLA,2023-11-12 12:07:48.613,2.0,3.0,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Closed,3566,Low,Phone,Product setup,1st line support,Nicola Wane,2023-11-10 23:46:05,2023-11-12 23:46:05,2023-11-10 23:48:05,2023-11-10 23:47:16.641,Within SLA,2023-11-11 22:08:42.402,Within SLA,2023-11-12 05:51:43.135,2.0,3.0,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Closed,3567,High,Email,Product setup,1st line support,Bernard Beckley,2023-11-10 11:46:55,2023-11-12 11:46:55,2023-11-10 12:46:55,2023-11-10 11:57:57.097,Within SLA,2023-11-10 16:12:35.355,Within SLA,2023-11-10 17:43:18.718,4.0,4.0,Other,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,3568,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-11-10 06:58:51,2023-11-11 06:58:51,2023-11-10 07:00:51,2023-11-10 07:00:14.918,Within SLA,2023-11-11 01:54:47.528,Within SLA,,6.0,,Other,Tier 1,Germany,51.165691,10.451526
Closed,3569,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-11-11 00:40:59,2023-11-13 00:40:59,2023-11-11 01:40:59,2023-11-11 00:57:40.182,Within SLA,2023-11-13 04:51:55.727,SLA Violated,2023-11-15 04:41:38.375,1.0,4.0,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3570,Low,Email,Feature request,1st line support,Kristos Westoll,2023-11-11 08:50:21,2023-11-13 08:50:21,2023-11-11 09:50:21,2023-11-11 09:45:27.957,Within SLA,2023-11-12 08:41:11.733,Within SLA,2023-11-12 21:10:46.329,2.0,5.0,Other,Tier 1,Italy,43.036776,12.678565
Resolved,3571,High,Phone,Feature request,1st line support,Nicola Wane,2023-11-11 00:34:31,2023-11-13 00:34:31,2023-11-11 00:36:31,2023-11-11 00:37:57.508,SLA Violated,2023-11-12 20:55:24.902,Within SLA,,4.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,3572,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-11-11 20:11:44,2023-11-12 20:11:44,2023-11-11 20:13:44,2023-11-11 20:12:05.059,Within SLA,2023-11-12 18:22:55.714,Within SLA,2023-11-18 11:13:15.404,2.0,5.0,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,3573,High,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-11 00:18:43,2023-11-13 00:18:43,2023-11-11 01:18:43,2023-11-11 00:51:59.069,Within SLA,2023-11-12 04:58:07.820,Within SLA,2023-11-14 07:27:01.975,7.0,3.0,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Closed,3574,Medium,Email,Other,1st line support,Connor Danielovitch,2023-11-12 10:50:47,2023-11-14 10:50:47,2023-11-12 11:50:47,2023-11-12 11:19:54.649,Within SLA,2023-11-15 08:29:25.248,SLA Violated,2023-11-17 05:30:44.468,2.0,3.0,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,3575,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-11-12 00:16:05,2023-11-14 00:16:05,2023-11-12 01:16:05,2023-11-12 00:27:51.870,Within SLA,2023-11-12 16:28:13.666,Within SLA,2023-11-14 03:51:38.102,2.0,5.0,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Closed,3576,Low,Email,Product setup,2nd line support,Adolpho Messingham,2023-11-12 16:48:39,2023-11-14 16:48:39,2023-11-12 17:48:39,2023-11-12 17:37:36.466,Within SLA,2023-11-13 14:20:55.526,Within SLA,2023-11-19 04:28:40.833,3.0,5.0,Training and Consulting Services,Tier 2,Republic of Ireland,53.094024,-8.019675
Resolved,3584,Medium,Phone,Feature request,1st line support,Connor Danielovitch,2023-11-13 16:51:30,2023-11-15 16:51:30,2023-11-13 16:53:30,2023-11-13 16:53:00.837,Within SLA,2023-11-15 10:20:37.456,Within SLA,,2.0,,Other,Tier 1,France,48.864716,2.349014
In progress,3585,Low,Email,Product setup,1st line support,Sheela Cutten,2023-11-13 15:05:45,2023-11-15 15:05:45,2023-11-13 16:05:45,2023-11-13 15:55:46.365,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,3586,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-13 08:27:15,2023-11-15 08:27:15,2023-11-13 09:27:15,2023-11-13 08:59:24.616,Within SLA,,SLA Violated,,5.0,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,3587,Low,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-11-13 09:31:45,2023-11-15 09:31:45,2023-11-13 10:31:45,2023-11-13 10:23:52.330,Within SLA,2023-11-14 22:05:55.908,Within SLA,2023-11-20 07:23:36.641,7.0,4.0,Training and Consulting Services,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,3588,High,Chat,Product setup,1st line support,Sheela Cutten,2023-11-13 23:03:20,2023-11-14 23:03:20,2023-11-13 23:05:20,2023-11-13 23:03:42.488,Within SLA,2023-11-14 11:15:15.766,Within SLA,,9.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,3589,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-13 11:46:21,2023-11-15 11:46:21,2023-11-13 12:46:21,2023-11-13 11:58:27.259,Within SLA,2023-11-15 03:39:49.992,Within SLA,2023-11-17 14:09:24.856,4.0,4.0,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
